document,topic
earn1302,8
earn1302,10
earn1302,11
earn1302,22
earn1302,35
earn1302,40
earn1302,46
earn1302,51
acq1303,1
acq1303,6
acq1303,8
acq1303,10
acq1303,14
acq1303,15
acq1303,24
acq1303,25
acq1303,29
acq1303,44
acq1303,48
earn1304,1
earn1304,9
earn1304,34
earn1305,34
earn1305,35
earn1306,5
earn1306,9
earn1306,38
nat-gas1307,0
nat-gas1307,23
nat-gas1307,24
nat-gas1307,25
nat-gas1307,37
nat-gas1307,39
nat-gas1307,45
nat-gas1307,49
acq1308,0
acq1308,1
acq1308,9
acq1308,11
acq1308,15
acq1308,24
acq1308,25
acq1308,27
acq1308,29
acq1308,35
acq1308,46
acq1308,50
acq1308,51
acq1309,23
acq1309,38
acq1309,46
acq1309,47
acq1310,8
acq1310,17
acq1310,23
acq1310,35
acq1310,38
acq1310,42
earn1311,3
earn1311,5
earn1311,9
earn1311,10
earn1311,31
earn1312,34
earn1313,1
earn1313,9
earn1313,10
earn1313,11
earn1313,22
earn1313,25
earn1313,35
earn1313,37
earn1313,48
acq1314,9
acq1314,23
acq1314,38
strategic-metal1315,4
strategic-metal1315,8
strategic-metal1315,10
strategic-metal1315,32
strategic-metal1315,39
strategic-metal1315,45
earn1316,34
acq1317,10
acq1318,10
strategic-metal1319,4
strategic-metal1319,8
strategic-metal1319,10
strategic-metal1319,39
strategic-metal1319,42
strategic-metal1319,45
ship1320,1
ship1320,2
ship1320,6
ship1320,7
ship1320,11
ship1320,13
ship1320,25
ship1320,43
acq1321,0
acq1321,9
acq1321,15
acq1321,17
acq1321,29
acq1321,38
acq1321,40
acq1322,9
acq1322,10
acq1322,15
acq1322,26
acq1322,38
acq1322,49
acq1323,2
acq1323,10
acq1323,15
acq1323,24
acq1323,29
acq1324,6
acq1324,8
acq1324,10
acq1324,12
acq1324,38
acq1324,45
acq1324,46
acq1325,10
acq1325,13
acq1325,14
acq1325,16
acq1325,30
interest1326,2
interest1326,4
interest1326,6
interest1326,17
interest1326,22
interest1326,30
interest1326,40
acq1327,10
acq1327,11
acq1327,22
acq1327,25
acq1327,33
acq1327,38
acq1327,39
acq1327,40
acq1327,41
acq1327,47
coffee1328,12
coffee1328,18
coffee1328,22
coffee1328,24
coffee1328,30
coffee1328,36
coffee1328,44
coffee1328,49
ship1329,1
ship1329,2
ship1329,6
ship1329,19
ship1329,32
ship1329,36
ship1329,42
ship1329,51
acq1330,2
acq1330,9
acq1330,10
acq1330,24
acq1330,29
acq1330,40
acq1330,50
ship1331,0
ship1331,1
ship1331,2
ship1331,4
ship1331,6
ship1331,14
ship1331,16
ship1331,23
ship1331,26
ship1331,29
ship1331,34
ship1331,36
ship1331,37
ship1331,39
ship1331,40
ship1331,45
ship1332,1
ship1332,2
ship1332,6
ship1332,12
ship1332,29
ship1332,39
ship1332,42
ship1332,44
earn1333,5
earn1333,31
earn1333,33
earn1333,34
earn1333,44
earn1333,48
earn1333,50
earn1334,5
earn1334,26
earn1334,28
earn1334,31
earn1334,33
earn1334,34
earn1334,44
earn1335,5
earn1335,26
earn1335,28
earn1335,31
earn1335,33
earn1335,34
earn1335,44
earn1336,5
earn1336,26
earn1336,31
earn1336,33
earn1336,34
earn1336,44
sugar1337,9
sugar1337,19
sugar1337,20
sugar1337,45
sugar1337,46
gnp1338,2
gnp1338,6
gnp1338,7
gnp1338,8
gnp1338,14
gnp1338,22
gnp1338,24
gnp1338,30
gnp1338,35
gnp1338,36
gnp1338,48
ship1339,1
ship1339,2
ship1339,6
ship1339,11
ship1339,24
ship1339,26
ship1339,27
ship1339,29
ship1339,49
crude1340,0
crude1340,6
crude1340,8
crude1340,31
crude1340,36
crude1340,37
crude1340,39
ship1341,6
ship1341,7
ship1341,45
crude1342,1
crude1342,22
crude1342,37
crude1342,45
crude1342,48
crude1342,50
sugar1343,3
sugar1343,4
sugar1343,19
sugar1343,20
sugar1343,23
sugar1343,26
sugar1343,27
sugar1343,32
sugar1343,36
sugar1343,38
sugar1343,51
rubber1344,7
rubber1344,20
rubber1344,21
rubber1344,26
rubber1344,28
rubber1344,45
interest1345,2
interest1345,4
interest1345,8
interest1345,14
interest1345,22
interest1345,24
interest1345,29
interest1345,30
interest1345,48
interest1345,50
iron-steel1346,3
iron-steel1346,4
iron-steel1346,20
iron-steel1346,23
iron-steel1346,24
iron-steel1346,26
iron-steel1346,32
iron-steel1346,44
iron-steel1346,45
iron-steel1346,51
gold1347,3
gold1347,6
gold1347,10
gold1347,14
gold1347,25
gold1347,26
gold1347,33
gold1347,40
gold1347,43
gold1347,44
gold1347,47
trade1348,13
trade1348,19
trade1348,26
trade1348,48
trade1348,50
ipi1349,5
ipi1349,7
ipi1349,22
ipi1349,30
ipi1349,41
ipi1349,45
money-fx1350,7
money-fx1350,48
money-fx1350,50
money-supply1351,7
money-supply1351,22
money-supply1351,28
money-supply1351,48
money-supply1351,49
money-supply1351,50
ipi1352,2
ipi1352,7
ipi1352,22
ipi1352,25
ipi1352,35
ipi1352,45
crude1353,2
crude1353,4
crude1353,8
crude1353,10
crude1353,20
crude1353,22
crude1353,24
crude1353,27
crude1353,29
crude1353,36
crude1353,37
crude1353,39
crude1353,45
acq1354,0
acq1354,20
acq1354,23
acq1354,24
acq1354,42
acq1354,46
money-fx1355,2
money-fx1355,12
money-fx1355,14
money-fx1355,31
money-fx1355,48
crude1356,2
crude1356,25
crude1356,36
crude1356,37
crude1356,38
crude1356,39
crude1356,45
crude1356,50
crude1356,51
interest1357,2
interest1357,30
interest1358,2
interest1358,12
interest1358,30
interest1358,41
interest1358,50
earn1359,5
earn1359,9
earn1359,15
earn1359,31
earn1359,38
earn1359,45
earn1359,47
acq1360,10
acq1360,11
acq1360,34
acq1360,38
acq1360,40
acq1360,45
acq1360,51
strategic-metal1361,8
strategic-metal1361,10
strategic-metal1361,14
strategic-metal1361,39
strategic-metal1361,44
strategic-metal1361,45
acq1362,10
acq1362,15
acq1362,29
instal-debt1363,7
instal-debt1363,11
instal-debt1363,14
instal-debt1363,24
instal-debt1363,28
instal-debt1363,41
instal-debt1363,42
instal-debt1363,48
instal-debt1363,50
acq1364,1
acq1364,6
acq1364,10
acq1364,11
acq1364,13
acq1364,15
acq1364,24
acq1364,29
acq1364,35
acq1364,51
acq1365,4
acq1365,9
acq1365,13
acq1365,15
acq1365,17
acq1365,21
acq1365,46
acq1365,49
acq1365,50
earn1366,6
earn1366,10
earn1366,11
earn1366,17
earn1366,22
earn1366,35
earn1366,38
earn1366,41
earn1366,43
ship1367,6
ship1367,7
ship1367,45
coffee1368,1
coffee1368,7
coffee1368,14
coffee1368,18
coffee1368,20
coffee1368,22
coffee1368,24
coffee1368,29
coffee1368,35
coffee1368,39
coffee1368,44
acq1369,0
acq1369,4
acq1369,29
acq1369,49
meal-feed1370,13
meal-feed1370,14
meal-feed1370,31
meal-feed1370,46
earn1371,10
earn1371,22
earn1371,35
acq1372,3
acq1372,7
acq1372,9
acq1372,14
acq1372,38
acq1372,43
acq1372,47
acq1372,51
acq1373,9
acq1373,10
acq1373,15
acq1373,19
acq1373,29
coffee1374,6
coffee1374,18
coffee1374,33
acq1375,1
acq1375,38
acq1376,9
acq1376,17
acq1376,23
acq1376,33
acq1376,38
acq1376,47
acq1376,48
acq1376,49
interest1377,2
interest1377,12
interest1377,30
interest1377,41
interest1377,50
ship1378,0
ship1378,19
ship1378,21
ship1378,22
ship1378,28
ship1378,38
ship1378,39
ship1378,42
ship1378,45
ship1378,46
ship1379,1
ship1379,6
ship1379,12
ship1379,17
ship1379,21
ship1379,36
ship1379,40
ship1379,42
ship1379,44
ship1379,50
crude1380,1
crude1380,22
crude1380,37
crude1380,45
crude1380,48
crude1380,50
money-supply1381,7
money-supply1381,23
money-supply1381,28
money-supply1381,50
rubber1382,7
rubber1382,15
rubber1382,24
rubber1382,26
acq1383,9
acq1383,21
acq1383,23
acq1383,29
acq1383,35
acq1383,36
acq1383,38
acq1384,0
acq1384,2
acq1384,9
acq1384,10
acq1384,14
acq1384,15
acq1384,16
acq1384,22
acq1384,24
acq1384,28
acq1384,29
acq1384,36
acq1384,38
acq1384,49
acq1385,28
acq1385,29
acq1385,42
earn1386,7
earn1386,9
earn1386,10
earn1386,11
earn1386,16
earn1386,17
earn1386,19
earn1386,21
earn1386,24
earn1386,30
earn1386,35
earn1386,38
earn1386,48
earn1386,49
acq1387,15
acq1387,23
acq1387,35
acq1387,38
acq1387,42
acq1387,50
acq1387,51
money-fx1388,7
money-fx1388,12
money-fx1388,17
money-fx1388,50
acq1389,1
acq1389,18
acq1389,20
acq1389,29
acq1389,38
acq1390,15
acq1390,23
acq1390,35
acq1390,38
acq1390,42
acq1390,50
acq1390,51
acq1391,9
acq1391,10
acq1391,15
acq1391,27
acq1391,28
acq1391,38
acq1391,51
money-supply1392,2
money-supply1392,7
money-supply1392,8
money-supply1392,28
money-supply1392,41
money-supply1392,43
money-supply1392,50
acq1393,0
acq1393,4
acq1393,9
acq1393,15
earn1394,0
earn1394,2
earn1394,9
earn1394,14
earn1394,15
earn1394,17
earn1394,23
earn1394,24
earn1394,30
earn1394,33
earn1394,38
earn1394,42
earn1394,50
earn1394,51
trade1395,0
trade1395,10
trade1395,16
trade1395,22
trade1395,24
trade1395,29
trade1395,36
trade1395,39
trade1395,40
trade1395,45
earn1396,0
earn1396,3
earn1396,9
earn1396,15
earn1396,22
earn1396,36
earn1396,38
earn1396,40
earn1396,46
acq1397,4
acq1397,15
acq1397,17
acq1397,38
acq1397,46
acq1398,0
acq1398,29
acq1398,32
acq1398,38
acq1398,40
acq1398,43
acq1398,44
acq1399,1
acq1399,10
acq1399,15
acq1399,24
acq1399,29
acq1399,38
acq1399,39
interest1400,2
interest1400,30
interest1401,2
interest1401,17
interest1401,30
acq1402,16
acq1402,18
acq1402,21
acq1402,24
acq1402,29
acq1402,43
acq1402,45
acq1402,46
earn1403,12
earn1403,28
earn1403,29
earn1403,31
earn1403,35
earn1403,42
interest1404,2
interest1404,17
interest1404,30
interest1404,42
acq1405,0
acq1405,19
acq1405,26
acq1405,28
acq1405,29
acq1405,33
acq1405,38
acq1405,43
acq1405,46
acq1406,4
acq1406,9
acq1406,10
acq1406,13
acq1406,15
acq1406,17
acq1406,21
acq1406,25
acq1406,38
acq1406,46
acq1406,49
acq1407,3
acq1407,8
acq1407,10
acq1407,15
acq1407,24
acq1407,26
acq1407,48
acq1408,15
acq1408,24
acq1408,29
acq1408,33
acq1408,46
acq1408,51
orange1409,7
orange1409,10
orange1409,18
orange1409,39
acq1410,0
acq1410,9
acq1410,14
acq1410,15
acq1410,28
acq1410,29
acq1410,38
acq1410,49
interest1411,2
interest1411,7
interest1411,30
interest1411,42
interest1411,50
zinc1412,5
zinc1412,10
zinc1412,15
zinc1412,16
zinc1412,19
zinc1412,24
zinc1412,26
zinc1412,32
zinc1412,36
zinc1412,41
zinc1412,50
housing1413,7
housing1413,10
housing1413,23
housing1413,38
housing1413,48
housing1413,51
acq1414,15
acq1414,29
acq1414,38
acq1414,45
orange1415,6
orange1415,7
orange1415,10
orange1415,39
ship1416,10
ship1416,33
ship1416,40
ship1416,47
ship1416,49
interest1417,2
interest1417,9
interest1417,12
interest1417,24
interest1417,30
interest1417,48
interest1417,50
acq1418,15
crude1419,2
crude1419,3
crude1419,17
crude1419,23
crude1419,25
crude1419,35
crude1419,37
crude1419,39
crude1419,43
earn1420,16
earn1420,22
earn1420,24
earn1420,35
earn1420,46
earn1421,5
earn1421,7
earn1421,12
earn1421,35
earn1421,47
interest1422,2
interest1422,7
interest1422,30
interest1422,42
interest1422,50
acq1423,4
acq1423,6
acq1423,10
acq1423,45
acq1423,49
interest1424,2
interest1424,30
interest1424,42
acq1425,9
acq1425,15
acq1425,24
acq1425,29
acq1425,30
acq1425,31
acq1425,40
acq1425,51
interest1426,2
interest1426,30
interest1426,42
interest1427,2
interest1427,30
interest1427,42
interest1428,4
interest1428,7
interest1428,28
interest1428,30
interest1428,45
acq1429,0
acq1429,15
acq1429,49
acq1430,0
acq1430,7
acq1430,20
acq1430,24
acq1430,26
acq1430,29
acq1430,38
acq1430,49
acq1430,50
acq1430,51
crude1431,23
crude1431,36
crude1431,37
crude1431,45
orange1432,0
orange1432,2
orange1432,12
orange1432,22
orange1432,24
orange1432,39
orange1432,51
acq1433,0
acq1433,1
acq1433,2
acq1433,6
acq1433,7
acq1433,15
acq1433,24
acq1433,38
acq1433,40
acq1433,49
acq1433,50
acq1434,1
acq1434,7
acq1434,8
acq1434,10
acq1434,14
acq1434,15
acq1434,45
acq1435,2
acq1435,9
acq1435,10
acq1435,11
acq1435,19
acq1435,29
acq1435,50
rubber1436,9
rubber1436,18
rubber1436,24
rubber1436,26
acq1437,2
acq1437,10
acq1437,12
acq1437,15
acq1437,17
acq1437,24
acq1437,29
acq1437,38
money-fx1438,8
money-fx1438,48
earn1439,4
earn1439,10
earn1439,17
earn1439,29
earn1439,35
earn1439,38
earn1439,44
crude1440,5
crude1440,23
crude1440,30
crude1440,37
zinc1441,16
zinc1441,19
zinc1441,23
zinc1441,25
zinc1441,30
zinc1441,33
zinc1441,38
zinc1441,41
zinc1441,45
acq1442,10
acq1442,19
acq1442,21
acq1442,27
acq1442,29
acq1442,32
acq1442,46
acq1442,48
acq1442,49
acq1442,51
acq1443,0
acq1443,2
acq1443,3
acq1443,13
acq1443,24
acq1443,28
acq1443,29
acq1443,36
acq1443,38
acq1443,46
acq1444,11
acq1444,15
acq1444,21
acq1444,45
acq1444,46
acq1444,49
acq1444,50
acq1444,51
acq1445,0
acq1445,1
acq1445,15
acq1445,21
acq1445,28
acq1445,38
acq1445,39
acq1445,44
acq1445,47
heat1446,5
heat1446,6
heat1446,20
heat1446,27
heat1446,37
heat1446,45
zinc1447,5
zinc1447,16
zinc1447,19
zinc1447,23
zinc1447,25
zinc1447,30
zinc1447,38
zinc1447,41
zinc1447,45
acq1448,8
acq1448,12
acq1448,14
acq1448,16
acq1448,30
acq1448,36
acq1448,38
acq1448,39
acq1448,50
acq1448,51
acq1449,15
coffee1450,2
coffee1450,5
coffee1450,8
coffee1450,10
coffee1450,18
coffee1450,24
coffee1450,29
coffee1450,33
coffee1450,44
crude1451,5
crude1451,20
crude1451,23
crude1451,30
crude1451,37
crude1451,41
cocoa1452,4
cocoa1452,20
cocoa1452,26
cocoa1452,38
cocoa1452,40
interest1453,2
interest1453,9
interest1453,13
interest1453,14
interest1453,24
interest1453,28
interest1453,29
interest1453,30
interest1453,35
interest1453,50
earn1454,5
earn1454,9
earn1454,10
earn1454,41
earn1454,51
acq1455,0
acq1455,14
acq1455,15
acq1455,18
acq1455,19
acq1455,23
acq1455,24
acq1455,29
acq1455,35
acq1455,39
acq1455,46
acq1455,47
acq1455,49
trade1456,29
trade1456,38
trade1456,45
trade1456,48
crude1457,14
crude1457,24
crude1457,37
crude1457,42
crude1457,45
crude1457,47
acq1458,1
acq1458,15
acq1458,31
acq1458,35
acq1458,42
acq1458,46
acq1458,47
zinc1459,4
zinc1459,7
zinc1459,16
zinc1459,19
zinc1459,27
zinc1459,49
nat-gas1460,5
nat-gas1460,6
nat-gas1460,10
nat-gas1460,11
nat-gas1460,17
nat-gas1460,23
nat-gas1460,30
nat-gas1460,32
nat-gas1460,34
nat-gas1460,36
nat-gas1460,37
nat-gas1460,39
lead1461,4
lead1461,7
lead1461,19
lead1461,27
lead1461,41
lead1461,49
acq1462,15
acq1462,19
acq1462,29
acq1462,31
acq1462,32
acq1462,36
acq1462,38
ship1463,1
ship1463,2
ship1463,6
ship1463,10
ship1463,12
ship1463,16
ship1463,18
ship1463,25
ship1463,28
ship1463,29
ship1463,31
ship1463,38
ship1463,39
ship1463,40
ship1463,42
ship1463,50
ship1463,51
interest1464,2
interest1464,22
interest1464,28
interest1464,30
interest1464,41
interest1464,42
interest1464,45
money-fx1465,6
money-fx1465,18
money-fx1465,21
money-fx1465,24
money-fx1465,29
money-fx1465,48
money-fx1465,50
money-fx1465,51
acq1466,0
acq1466,16
acq1466,29
acq1466,43
cocoa1467,4
cocoa1467,7
cocoa1467,20
cocoa1467,26
cocoa1467,38
cocoa1467,40
sugar1468,2
sugar1468,10
sugar1468,19
sugar1468,20
sugar1468,30
sugar1468,32
sugar1468,38
acq1469,21
acq1469,29
acq1469,36
acq1469,37
acq1470,0
acq1470,15
acq1470,22
acq1471,13
acq1471,29
acq1471,49
acq1471,51
acq1472,0
acq1472,10
acq1472,13
acq1472,15
acq1472,29
acq1472,31
acq1472,35
acq1472,38
acq1472,49
earn1473,34
earn1473,35
earn1473,51
earn1474,10
earn1474,23
earn1474,34
bop1475,7
bop1475,22
bop1475,23
bop1475,37
bop1475,41
bop1475,48
bop1475,51
acq1476,10
acq1476,16
acq1476,28
acq1476,29
acq1476,32
acq1476,38
acq1476,42
acq1476,45
acq1476,48
acq1477,10
acq1477,14
acq1477,17
acq1477,23
acq1477,27
acq1477,36
acq1477,38
acq1477,45
acq1477,46
acq1477,49
interest1478,0
interest1478,2
interest1478,12
interest1478,15
interest1478,20
interest1478,21
interest1478,22
interest1478,30
earn1479,0
earn1479,3
earn1479,5
earn1479,7
earn1479,9
earn1479,13
ship1480,4
ship1480,11
ship1480,12
ship1480,14
ship1480,16
ship1480,24
ship1480,27
ship1480,31
ship1480,32
ship1480,36
ship1480,45
earn1481,9
earn1481,15
ship1482,5
ship1482,6
ship1482,23
ship1482,25
ship1482,33
ship1482,38
ship1482,40
ship1482,42
ship1482,43
ship1482,46
acq1483,0
acq1483,4
acq1483,15
acq1483,22
acq1483,24
acq1483,35
acq1484,1
acq1484,6
acq1484,15
acq1484,28
acq1484,35
acq1484,38
acq1485,11
acq1485,15
acq1485,23
acq1485,40
acq1485,51
acq1486,10
acq1486,11
acq1486,21
acq1486,35
acq1486,38
acq1486,51
earn1487,7
earn1487,10
earn1487,12
earn1487,14
earn1487,22
earn1487,23
earn1487,28
earn1487,34
earn1487,35
earn1487,39
earn1487,40
earn1488,0
earn1488,1
earn1488,2
earn1488,4
earn1488,9
earn1488,15
earn1488,28
earn1488,35
earn1488,38
earn1488,49
earn1489,10
earn1489,14
earn1489,22
earn1489,35
earn1489,42
earn1489,46
earn1489,51
earn1490,10
earn1490,16
earn1490,35
earn1490,36
earn1490,43
acq1491,0
acq1491,3
acq1491,17
acq1491,25
acq1491,26
acq1491,28
acq1491,32
acq1491,38
acq1491,42
acq1491,43
acq1492,1
acq1492,21
acq1492,22
acq1492,23
acq1492,29
acq1492,38
acq1492,39
acq1492,47
acq1492,48
acq1492,51
ship1493,1
ship1493,6
ship1493,8
ship1493,11
ship1493,22
ship1493,23
ship1493,24
ship1493,27
ship1493,36
ship1493,43
ship1493,46
ship1493,47
ship1493,51
acq1494,0
acq1494,4
acq1494,7
acq1494,9
acq1494,11
acq1494,15
acq1494,17
acq1494,31
acq1494,38
acq1494,43
acq1495,0
acq1495,6
acq1495,29
acq1495,38
acq1495,40
acq1496,0
acq1496,2
acq1496,16
acq1496,21
acq1496,25
acq1496,38
acq1496,46
acq1497,6
acq1497,9
acq1497,10
acq1497,15
acq1497,18
acq1497,24
acq1497,28
acq1497,29
acq1497,35
acq1497,38
acq1497,47
acq1497,50
acq1498,0
acq1498,10
acq1498,19
acq1498,29
acq1498,38
acq1498,43
crude1499,0
crude1499,5
crude1499,20
crude1499,23
crude1499,27
crude1499,30
crude1499,37
crude1499,39
acq1500,15
acq1501,12
acq1501,38
acq1501,46
acq1501,47
grain1502,4
grain1502,7
grain1502,12
grain1502,19
grain1502,34
grain1503,4
grain1503,12
grain1503,20
grain1503,31
acq1504,0
acq1504,15
acq1504,28
acq1504,48
orange1505,2
orange1505,7
orange1505,12
orange1505,17
orange1505,20
orange1505,27
orange1505,30
orange1505,35
orange1505,39
potato1506,12
potato1506,17
potato1506,26
potato1506,27
potato1506,34
potato1506,41
acq1507,14
acq1507,15
acq1507,24
acq1507,29
acq1507,40
acq1507,50
gold1508,4
gold1508,25
gold1508,35
gold1509,4
gold1509,25
gold1509,35
ship1510,1
ship1510,6
ship1510,7
ship1510,12
ship1510,13
ship1510,24
ship1510,30
ship1510,35
ship1510,43
ship1510,45
crude1511,1
crude1511,2
crude1511,6
crude1511,24
crude1511,33
crude1511,37
crude1511,44
acq1512,15
acq1512,51
acq1513,1
acq1513,2
acq1513,10
acq1513,11
acq1513,15
acq1513,28
acq1513,29
acq1513,38
acq1513,47
acq1513,50
acq1513,51
livestock1514,5
livestock1514,14
livestock1514,15
livestock1514,18
livestock1515,2
livestock1515,14
livestock1515,15
livestock1515,18
livestock1515,26
livestock1515,42
instal-debt1516,7
instal-debt1516,31
instal-debt1516,46
crude1517,5
crude1517,20
crude1517,26
crude1517,27
crude1517,30
crude1517,37
crude1517,38
crude1517,40
crude1517,49
earn1518,34
earn1518,45
earn1518,47
earn1519,5
earn1519,9
earn1519,15
earn1519,23
earn1519,29
earn1519,30
earn1519,35
acq1520,9
acq1520,15
acq1520,29
acq1520,47
ship1521,2
ship1521,6
ship1521,16
ship1521,25
ship1521,27
ship1521,28
ship1521,40
ship1521,45
ship1521,49
money-supply1522,48
ship1523,2
ship1523,4
ship1523,11
ship1523,14
ship1523,15
ship1523,26
ship1523,35
ship1523,36
ship1523,38
ship1523,39
ship1523,40
ship1523,45
ship1523,47
gnp1524,2
gnp1524,4
gnp1524,13
gnp1524,14
gnp1524,15
gnp1524,21
gnp1524,22
gnp1524,24
gnp1524,26
gnp1524,30
gnp1524,35
gnp1525,2
gnp1525,13
gnp1525,16
gnp1525,21
gnp1525,22
gnp1525,24
gnp1525,30
gnp1525,32
gnp1525,33
gnp1525,44
instal-debt1526,6
instal-debt1526,7
instal-debt1526,33
instal-debt1526,48
instal-debt1526,50
crude1527,30
crude1527,37
acq1528,1
acq1528,4
acq1528,6
acq1528,9
acq1528,12
acq1528,38
acq1528,48
acq1528,51
earn1529,1
earn1529,5
interest1530,7
interest1530,30
interest1530,40
acq1531,16
acq1531,23
acq1531,29
crude1532,0
crude1532,6
crude1532,14
crude1532,15
crude1532,22
crude1532,24
crude1532,26
crude1532,35
crude1532,37
crude1532,43
crude1532,45
crude1532,50
interest1533,12
interest1533,28
interest1533,30
interest1533,44
acq1534,0
acq1534,6
acq1534,26
acq1534,38
acq1534,46
acq1534,47
acq1534,49
acq1534,51
acq1535,15
interest1536,2
interest1536,7
interest1536,12
interest1536,15
interest1536,21
interest1536,29
interest1536,30
interest1536,48
acq1537,2
acq1537,6
acq1537,9
acq1537,11
acq1537,16
acq1537,23
acq1537,24
acq1537,26
acq1537,37
acq1537,38
acq1537,50
acq1538,38
acq1538,40
acq1538,45
acq1538,51
acq1539,0
acq1539,7
acq1539,10
acq1539,19
acq1539,35
acq1539,40
acq1539,50
acq1539,51
earn1540,9
earn1540,11
earn1540,15
earn1540,24
earn1540,35
earn1540,36
earn1540,38
earn1540,41
earn1540,42
earn1540,51
acq1541,1
acq1541,5
acq1541,15
acq1541,35
acq1541,51
earn1542,5
earn1542,9
earn1542,10
earn1542,42
acq1543,10
acq1543,29
acq1543,38
acq1543,43
acq1543,49
acq1544,14
acq1544,17
acq1544,18
acq1544,19
acq1544,23
acq1544,35
acq1544,37
acq1544,38
acq1544,44
acq1544,46
acq1544,48
crude1545,4
crude1545,5
crude1545,20
crude1545,27
crude1545,30
crude1545,37
crude1545,38
grain1546,2
grain1546,10
grain1546,11
grain1546,12
grain1546,24
grain1546,27
grain1546,35
grain1546,39
grain1546,43
acq1547,0
acq1547,2
acq1547,15
acq1547,24
acq1547,29
acq1547,30
acq1548,3
acq1548,21
acq1548,38
acq1548,51
acq1549,0
acq1549,2
acq1549,10
acq1549,11
acq1549,14
acq1549,15
acq1549,24
acq1549,29
acq1549,31
acq1549,35
acq1549,38
acq1549,48
acq1549,49
acq1550,7
acq1550,15
acq1550,21
acq1550,29
acq1550,30
acq1550,45
acq1551,1
acq1551,10
acq1551,14
acq1551,24
acq1551,29
acq1551,36
acq1551,38
acq1551,40
acq1551,42
acq1551,46
earn1552,0
earn1552,14
earn1552,23
earn1552,35
earn1552,38
earn1552,39
earn1552,43
acq1553,27
acq1553,29
acq1553,42
acq1553,51
acq1554,1
acq1554,2
acq1554,9
acq1554,10
acq1554,15
acq1554,26
acq1554,29
acq1554,39
acq1554,47
acq1554,49
acq1555,0
acq1555,11
acq1555,15
acq1555,24
acq1555,27
acq1555,28
acq1555,29
acq1555,51
acq1556,0
acq1556,5
acq1556,11
acq1556,15
acq1556,29
acq1556,45
acq1556,50
acq1557,29
acq1557,43
acq1557,51
acq1558,6
acq1558,29
acq1558,34
acq1558,42
acq1559,6
acq1559,7
acq1559,25
acq1559,28
acq1559,29
earn1560,15
earn1560,32
earn1560,34
earn1560,35
earn1560,38
earn1560,51
acq1561,29
acq1561,51
acq1562,4
acq1562,8
acq1562,15
acq1562,32
acq1562,38
acq1562,43
acq1562,46
acq1562,50
crude1563,0
crude1563,22
crude1563,23
crude1563,25
crude1563,26
crude1563,35
crude1563,37
crude1563,45
money-fx1564,2
money-fx1564,13
money-fx1564,16
money-fx1564,24
money-fx1564,45
money-fx1565,2
money-fx1565,4
money-fx1565,8
money-fx1565,9
money-fx1565,14
money-fx1565,15
money-fx1565,24
money-fx1565,32
money-fx1565,50
rubber1566,17
rubber1566,22
rubber1566,26
rubber1566,38
rubber1566,49
ship1567,2
ship1567,6
ship1567,11
ship1567,24
ship1567,25
ship1567,29
ship1567,36
ship1567,39
ship1567,42
ship1567,46
trade1568,4
trade1568,14
trade1568,22
trade1568,24
trade1568,43
trade1568,45
trade1568,48
money-fx1569,2
money-fx1569,8
money-fx1569,15
money-fx1569,24
money-fx1569,28
money-fx1569,45
money-fx1569,48
money-fx1569,49
money-fx1569,50
money-fx1569,51
trade1570,0
trade1570,2
trade1570,7
trade1570,11
trade1570,24
trade1570,29
trade1570,35
trade1570,44
trade1570,45
interest1571,2
interest1571,45
interest1572,2
interest1572,8
interest1572,24
interest1572,45
crude1573,7
crude1573,24
crude1573,30
crude1573,36
crude1573,37
crude1573,51
crude1574,18
crude1574,24
crude1574,25
crude1574,30
crude1574,36
crude1574,37
earn1575,6
earn1575,9
earn1575,24
earn1575,26
earn1575,29
earn1575,33
earn1575,34
earn1575,35
earn1575,36
earn1575,41
earn1575,44
earn1575,46
earn1575,47
earn1575,48
earn1575,51
acq1576,13
acq1576,15
acq1576,28
acq1576,29
acq1576,35
acq1576,39
acq1576,41
acq1576,42
strategic-metal1577,3
strategic-metal1577,6
strategic-metal1577,19
strategic-metal1577,26
strategic-metal1577,29
strategic-metal1577,41
strategic-metal1577,43
strategic-metal1577,44
strategic-metal1577,45
strategic-metal1577,50
money-fx1578,2
money-fx1578,13
money-fx1578,30
money-fx1578,38
money-fx1578,40
earn1579,0
earn1579,2
earn1579,10
earn1579,12
earn1579,22
earn1579,24
earn1579,28
earn1579,29
earn1579,30
earn1579,35
earn1579,48
earn1579,51
earn1580,22
earn1580,26
earn1580,27
earn1580,28
earn1580,35
earn1580,37
earn1580,39
earn1580,45
earn1580,48
earn1580,51
earn1581,4
earn1581,22
earn1581,28
earn1581,30
earn1581,33
earn1581,34
earn1581,51
iron-steel1582,19
iron-steel1582,28
iron-steel1582,32
iron-steel1582,43
iron-steel1582,45
iron-steel1582,49
jobs1583,2
jobs1583,5
jobs1583,7
jobs1583,19
jobs1583,22
jobs1583,24
jobs1583,32
jobs1583,45
ship1584,6
ship1584,11
ship1584,12
ship1584,19
ship1584,40
ship1584,44
ship1584,49
earn1585,28
earn1585,34
earn1585,44
earn1585,48
earn1585,51
earn1586,34
acq1587,7
acq1587,10
acq1587,12
acq1587,15
acq1587,23
acq1587,29
acq1587,36
acq1587,42
acq1587,51
earn1588,25
earn1588,34
earn1588,35
earn1588,48
